description,user_tags,title,license_name,user_nsid,image_extension_original,longitude,image_id,license_url,date_uploaded,date_taken,latitude,image_url,user_nickname,capture_device
"Walking around town it looks like we had missed a big storm, but it seems like these large puddles in the middle of the road are a staple in the village. Luckily BIA put in boardwalks a few years back.","['alaska', 'boardwalk', 'dan', 'flooded', 'houses', 'muddy', 'pond', 'puddle', 'road', 'south', 'street', 'tununak', 'village', 'washeteria road']",Main Street,Attribution-NonCommercial License,51378257@N00,jpg,-165.26021,5320626323,http://creativecommons.org/licenses/by-nc/2.0/,1294083587,2010-09-16 10:08:21.0,60.581945,http://www.flickr.com/photos/51378257@N00/5320626323/,Travis S.,Canon PowerShot A720 IS
"Finn Creek flooding at high tide from Hansville Post Office.Facing east.  08:40am, Dec 17, 2012. This happens when high tides keep the tide gate closed longer than normal and there has been heavy rains.","['dec2012kingtides', 'finn creek', 'hansville', 'king tides', 'norwegian point park', 'tides']",IMAG0148,Attribution-NonCommercial-ShareAlike License,15063529@N07,jpg,-122.546685,8286055400,http://creativecommons.org/licenses/by-nc-sa/2.0/,1355873191,2012-12-17 09:40:49.0,47.91691,http://www.flickr.com/photos/15063529@N07/8286055400/,kjshawcroft,HTC Desire HD
"<a href=""http://www.youtube.com/watch?v=XUIjzfceNmE&feature=related"" rel=""nofollow"">www.youtube.com/watch?v=XUIjzfceNmE&feature=related</a>","['été', 'arbre', 'campagne', 'landscape', 'landwirtschaft', 'musique', 'schweiz', 'sommer', 'suisse', 'summer', 'switzerland', 'tree', 'züri', 'zürich', 'zurich']",Country road,Attribution-NonCommercial License,31674969@N00,jpg,,3680178473,http://creativecommons.org/licenses/by-nc/2.0/,1246511771,2009-06-26 09:13:23.0,,http://www.flickr.com/photos/31674969@N00/3680178473/,' m x b c h r,Canon PowerShot G9
Valencia Xmas 2006,"['architecture', 'archway andres', 'food', 'spain', 'valencia', 'xmas']",Valencia Old street city centre,Attribution-NonCommercial-NoDerivs License,11571801@N00,jpg,-0.376667,2239730850,http://creativecommons.org/licenses/by-nc-nd/2.0/,1202059973,2006-12-25 13:34:38.0,39.47786,http://www.flickr.com/photos/11571801@N00/2239730850/,Archway Andres,Canon EOS 350D DIGITAL
"Wilford Road, Ruddington.","['great britain', 'nottingham', 'road', 'ruddington', 'wilford', 'wilford road']",DCP_3625,Attribution-NonCommercial-ShareAlike License,51772793@N00,jpg,,477112030,http://creativecommons.org/licenses/by-nc-sa/2.0/,1177872412,2003-09-28 16:21:50.0,,http://www.flickr.com/photos/51772793@N00/477112030/,Ruddington Photos,EASTMAN KODAK COMPANY KODAK DX3600 DIGITAL CAMERA
"January 11, 2005, 7:00am.  The aftermath","['2005', 'creek', 'flood']",DSC00871,Attribution-NonCommercial-ShareAlike License,82852397@N00,jpg,,4295082459,http://creativecommons.org/licenses/by-nc-sa/2.0/,1264179769,2005-01-11 09:48:41.0,,http://www.flickr.com/photos/82852397@N00/4295082459/,hockeygeek,SONY DSC-W1
,"['2009', 'e', 'flood', 'g', 'l', 'obx', 'vacation']",flooded after the storm,Attribution-NonCommercial-ShareAlike License,41101678@N00,jpg,,3782697779,http://creativecommons.org/licenses/by-nc-sa/2.0/,1249262479,2009-07-28 06:06:19.0,,http://www.flickr.com/photos/41101678@N00/3782697779/,tm22,Canon EOS DIGITAL REBEL XT
"February 14, 2014. Rain and mist and fog. That's the weather we got in Moncton, which caused localized flooding but otherwise nothing serious. Of course, we're used to the whole city turning into slush and then flash-freezing. The bulldozer, by the way, is one of many involved in converting the beautiful forest near where I work into a subdivision complete with strop mall and more student housing. It's called 'the Vision Lands'.",['2014365'],Rain and Mist and Fog,Attribution-NonCommercial License,35034352186@N01,jpg,-64.801598,12529554915,http://creativecommons.org/licenses/by-nc/2.0/,1392422743,2014-02-14 15:10:22.0,46.112909,http://www.flickr.com/photos/35034352186@N01/12529554915/,Stephen Downes,SONY DSC-RX100M2
"Turku Castle was founded on an island on the estuary of Aurajoki River in the 1280s as the administrative castle of the Swedish Crown

Turku castle is the largest surviving medieval building in Finland, and one of the largest surviving medieval castles in Scandinavia. The layout of the castle consists of the Medieval keep and Renaissance bailey. The keep consists of a square fort with two square gateway towers; the thickness of the walls at the base is some 5 m.","['castle of turku', 'finland', 'former capital of finland', 'oldest city in finland', 'sirkku', 'turku', 'turun linna']","Turku, the former capital & oldest city in Finland",Attribution-NonCommercial-NoDerivs License,12637187@N00,jpg,22.227358,2709755159,http://creativecommons.org/licenses/by-nc-nd/2.0/,1217254343,2008-07-26 14:25:16.0,60.435187,http://www.flickr.com/photos/12637187@N00/2709755159/,Sirkku :),SONY DSC-W55
"This is what I see from my front window now that the weather is not so great, and everyone is too tired to come and looky-loo. (Tuesday am)","['2007', 'bc', 'flood', 'river']",from_my_window,Attribution-NonCommercial-NoDerivs License,7866577@N08,jpg,,535310549,http://creativecommons.org/licenses/by-nc-nd/2.0/,1181260769,2007-06-07 17:59:29.0,,http://www.flickr.com/photos/7866577@N08/535310549/,cereal_girl,"OLYMPUS OPTICAL CO.,LTD C300Z,D550Z"
,"['mai sai', 'travel']",Mai Sai border crossing flooded,Attribution-NonCommercial-NoDerivs License,48667580@N00,jpg,,52884924,http://creativecommons.org/licenses/by-nc-nd/2.0/,1129441145,2004-09-09 13:17:39.0,,http://www.flickr.com/photos/48667580@N00/52884924/,wmhaynes,SONY DSC-P41
,"['flood', 'oxford']",IMG_1656,Attribution-ShareAlike License,98563717@N00,jpg,,897659078,http://creativecommons.org/licenses/by-sa/2.0/,1185385636,2007-07-23 20:27:09.0,,http://www.flickr.com/photos/98563717@N00/897659078/,Amy Joyo,Canon PowerShot A95
"Tulva Arabianrannassa - Flooding in Arabianranta, Helsinki, Finland - Inundación en Arabianranta, Helsinki, Finlandia","['arabian rantapuisto', 'arabianranta', 'christmas', 'fin', 'finland', 'finlandia', 'flood', 'helsinki', 'inundacion', 'joulu', 'navidad', 'suomi', 'tulva']",DR1_7193,Attribution-NonCommercial-NoDerivs License,87927183@N00,jpg,24.981815,6575622869,http://creativecommons.org/licenses/by-nc-nd/2.0/,1324917553,2011-12-26 14:59:56.0,60.206083,http://www.flickr.com/photos/87927183@N00/6575622869/,Riku Kettunen,NIKON CORPORATION NIKON D7000
,"['africa', 'aid', 'bush country', 'community', 'crisis', 'disaster', 'emergency', 'flood', 'help', 'humanitarian', 'leadership', 'mentor leaders', 'mission trip', 'mud', 'poverty', 'pushing stuck van', 'relief', 'stranded', 'stuck', 'team', 'team building', 'the bush', 'togo']",IMG_5894,Attribution-NonCommercial-NoDerivs License,60202180@N00,jpg,,8168799260,http://creativecommons.org/licenses/by-nc-nd/2.0/,1352444309,2012-07-06 01:59:24.0,,http://www.flickr.com/photos/60202180@N00/8168799260/,breezy421,Canon EOS 5D Mark II
"Morning light begins to flood the lac des Assiettes in the col de Vanoise. There are many marmots living here, with little fear of humans judging by their tolerance for our presence.",[],las des Assiettes,Attribution License,48889035406@N01,jpg,6.785259,6043529581,http://creativecommons.org/licenses/by/2.0/,1313370630,2011-08-14 08:32:00.0,45.392663,http://www.flickr.com/photos/48889035406@N01/6043529581/,M^3,Panasonic DMC-ZS1
"255)

I love this building in downtown Mayer, AZ.  It is the old mercantile, now an antique shop.","['2009/365', 'buildings', 'history', 'mayer arizona']",Old Mayer Mercantile,Attribution-NonCommercial-ShareAlike License,31209204@N06,jpg,,3915499329,http://creativecommons.org/licenses/by-nc-sa/2.0/,1252859233,2009-09-12 11:40:20.0,,http://www.flickr.com/photos/31209204@N06/3915499329/,azmichelle,Canon PowerShot A590 IS
"130807-N-SK590-109BANGA ISLAND, Solomon Islands (Aug. 7, 2013) New Zealand Army Engineers and students at the Tabaka Rural Training Centre renovate a building at the center during a Pacific Partnership 2013 engineering project. Working at the invitation of each host nation, U.S. Navy forces are joined by non-governmental organizations (NGOs) and regional partners that include Australia, Canada, Colombia, France, Japan, Malaysia, Singapore, South Korea, and New Zealand to improve maritime security, conduct humanitarian assistance and strengthen disaster-response preparedness. (U.S. Navy photo by Mass Communication Specialist 2nd Class Tim D. Godbee/Released)",[],130807-N-SK590-109,Attribution-ShareAlike License,55244200@N05,jpg,,9517287663,http://creativecommons.org/licenses/by-sa/2.0/,1376600606,2013-08-07 10:05:53.0,,http://www.flickr.com/photos/55244200@N05/9517287663/,SurfaceWarriors,NIKON CORPORATION NIKON D700
,"['crue', 'flooding', 'paris', 'seine']","Crue de la Seine, Paris",Attribution-ShareAlike License,10226584@N06,jpg,,5307631356,http://creativecommons.org/licenses/by-sa/2.0/,1293740726,2010-12-26 16:41:49.0,,http://www.flickr.com/photos/10226584@N06/5307631356/,slasher-fun,FUJIFILM FinePix S5800 S800
"If you have a moment, you may want to check out my other <a href=""http://www.flickr.com/photos/wiifm69/sets/72157608782400161/"">most interesting pictures</a> on Flickr. Thanks","['2009', 'building', 'green', 'hdr', 'island', 'karori', 'nature', 'panasonic dmc-tz3', 'park', 'reflection', 'reserve', 'sanctuary', 'tree', 'walkway', 'water', 'wellington']",Island Building   Walkway,Attribution License,12350347@N03,jpg,174.743728,3829067279,http://creativecommons.org/licenses/by/2.0/,1250503834,2009-08-17 22:10:34.0,-41.298605,http://www.flickr.com/photos/12350347@N03/3829067279/,wiifm,
"Reservoir train station, Reservoir, Victoria.","['reservoir', 'road', 'suburb', 'suburban', 'train station', 'victoria']",Across the station,Attribution-NonCommercial-ShareAlike License,66108444@N00,jpg,145.006527,5399623941,http://creativecommons.org/licenses/by-nc-sa/2.0/,1296363065,2011-01-30 13:20:49.0,-37.716511,http://www.flickr.com/photos/66108444@N00/5399623941/,chanyinkeen,Canon PowerShot S90
,[],DESB construction site Oct 30 2009,Attribution-NonCommercial-NoDerivs License,84752368@N00,jpg,-111.842268,4058600777,http://creativecommons.org/licenses/by-nc-nd/2.0/,1256936399,2009-10-30 14:59:06.0,40.761047,http://www.flickr.com/photos/84752368@N00/4058600777/,PC Ward,Apple iPhone
,"['central park', 'flood', 'gothamist', 'manahatta', ""nor'easter"", 'roll 100']",Flood 2,Attribution-NonCommercial-ShareAlike License,98063230@N00,jpg,,462399877,http://creativecommons.org/licenses/by-nc-sa/2.0/,1176780947,2007-04-16 13:50:27.0,,http://www.flickr.com/photos/98063230@N00/462399877/,oinonio,Canon PowerShot SD400
A romantic scenery from Heidelberg - without cars in the background it`s disconnected from 21st century ...,"['alte brücke', 'architecture', 'atmospere', 'castle', 'deutschland', 'fluss', 'german gemütlichkeit', 'german highlights', 'germany', 'hdr', 'heidelberg', 'heidelberg castle', 'heidelberger schloß', 'neckar', 'old bridge', 'river', 'romantic', 'romantisch', 'schloß', 'suites', 'travel highlights']",Germany-Heidelberg-Castle-Neckar,Attribution-NonCommercial-NoDerivs License,95092397@N07,jpg,,8801876459,http://creativecommons.org/licenses/by-nc-nd/2.0/,1369397942,2011-11-06 18:57:43.0,,http://www.flickr.com/photos/95092397@N07/8801876459/,philbizz7,y5vLh8uHy4dgwqFlFwE=
,"['flood', 'rain', 'thailand']",11/09/11: just dickered,Attribution License,59818683@N00,jpg,100.919151,6135942176,http://creativecommons.org/licenses/by/2.0/,1315735657,2011-09-11 15:58:55.0,12.939987,http://www.flickr.com/photos/59818683@N00/6135942176/,anothersaab,htc_europe HTC Sensation Z710e
That's the same place as those earlier laundry pictures.,"['earth', 'farms', 'flood', 'flooded', 'pond', 'red', 'red earth', 'red earth farm', 'red earth farms']",Flooded Pond at Dandelion,Attribution-NonCommercial License,82954612@N00,jpg,,3557103251,http://creativecommons.org/licenses/by-nc/2.0/,1243115659,2009-05-14 18:19:21.0,,http://www.flickr.com/photos/82954612@N00/3557103251/,henna lion,Canon PowerShot A520
,"['2007', 'december', 'flood', 'snow', 'storm']",Close to road level,Attribution-ShareAlike License,37996577538@N01,jpg,,2088345482,http://creativecommons.org/licenses/by-sa/2.0/,1196828399,2007-12-04 07:56:32.0,,http://www.flickr.com/photos/37996577538@N01/2088345482/,thievingjoker,PENTAX Corporation PENTAX Optio S
,"['building', 'library', 'seattle', 'statue', 'university of washington', 'uw']",UW,Attribution License,12477719@N00,jpg,-122.311901,2749040496,http://creativecommons.org/licenses/by/2.0/,1218347519,2008-08-09 22:51:59.0,47.656347,http://www.flickr.com/photos/12477719@N00/2749040496/,chispita_666,
Olympus digital camera,"['2008', 'april', 'kamra', 'kamra firefighter', 'kennington road park', 'nottingham']",Kamra Park gala launch,Attribution-NonCommercial License,28763193@N00,jpg,-1.187499,2389754957,http://creativecommons.org/licenses/by-nc/2.0/,1207422663,2008-04-05 12:50:28.0,52.956291,http://www.flickr.com/photos/28763193@N00/2389754957/,nilexuk,OLYMPUS IMAGING CORP. E-500
,"['field', 'flood', 'manitowoc', 'wisconsin']",IMG_9797,Attribution-NonCommercial-NoDerivs License,22297108@N06,jpg,,3325324218,http://creativecommons.org/licenses/by-nc-nd/2.0/,1236063447,2008-06-13 17:51:46.0,,http://www.flickr.com/photos/22297108@N06/3325324218/,hopesolo18,Canon EOS DIGITAL REBEL XTi
"This creek is between the farm I lived on as a kid and Linn, Missouri.  This was after a heavy rain, I think it was around '85. Normaly we could drive through it, it would only be about ankle deep, but not here.","['creek', 'flood', 'linnmissouri', 'osagecounty']",Flooded Creek,Attribution-ShareAlike License,32718906@N00,jpg,,726799183,http://creativecommons.org/licenses/by-sa/2.0/,1183646582,2006-01-01 18:38:48.0,,http://www.flickr.com/photos/32718906@N00/726799183/,daniellekellogg,HP Scanjet 4800
"The ocean attacked the golf course during Hurricane Sandy. There's a fair amount of sand where it shouldn't be, and a lot of the grass is brown.","['golf course', 'sint maarten']",Gold course after flooding,Attribution License,9987846@N08,jpg,-63.124384,8183249067,http://creativecommons.org/licenses/by/2.0/,1352842435,2012-11-13 17:07:29.0,18.045008,http://www.flickr.com/photos/9987846@N08/8183249067/,christinejwarner,Canon PowerShot S100
"Dubai, the city of buildings, the tallest of which, the Burj Khalifa, <i>towers</i> above all the other buildings in the city... and the world.

<i>taken from a highway farrr away from the city center</i>","['architecture', 'building', 'buildings', 'burj', 'center', 'city', 'downtown', 'driving', 'dubai', 'emirati', 'freeway', 'highway', 'khalifa', 'sky', 'skyline', 'sunny', 'tall', 'tower', 'uae', 'united arab emirates', 'world']",Sunny skyline,Attribution-NonCommercial-NoDerivs License,94588149@N00,jpg,55.249257,5253811796,http://creativecommons.org/licenses/by-nc-nd/2.0/,1292142845,2010-11-13 13:27:04.0,25.059807,http://www.flickr.com/photos/94588149@N00/5253811796/,modenadude,Canon EOS REBEL T2i
"started raining really hard about a mile into my ride w/ teagan but we still continued the loop, got soaked, muddy and had to navigate deep flooded trails and lots of downed trees - it was a blast :)",['mtb'],2009 - mtb day 21,Attribution-NonCommercial-ShareAlike License,58892283@N00,jpg,,3648516949,http://creativecommons.org/licenses/by-nc-sa/2.0/,1245637654,2009-06-21 18:15:15.0,,http://www.flickr.com/photos/58892283@N00/3648516949/,glemak,Canon PowerShot SD870 IS
,"['instagram app', 'iphoneography', 'mayfair', 'square', 'square format']",My favourite building in Vienna = the Staatsoper Wien. We saw two operas this trip! I can't wait to come back to see more!!!,Attribution License,24265317@N00,jpg,,11844681543,http://creativecommons.org/licenses/by/2.0/,1389222601,2014-01-08 20:10:01.0,,http://www.flickr.com/photos/24265317@N00/11844681543/,Alicia Nijdam-Jones,
,"['alexandria', 'flood', 'va', 'water']",135-3599_IMG,Attribution-NonCommercial-ShareAlike License,97831130@N00,jpg,,78543299,http://creativecommons.org/licenses/by-nc-sa/2.0/,1135790842,2004-09-30 21:25:52.0,,http://www.flickr.com/photos/97831130@N00/78543299/,horizontal.integration,Canon PowerShot S200
,"['maui', 'road to hana']",P6051016.JPG,Attribution-NonCommercial-NoDerivs License,7357956@N06,jpg,-156.355388,4692930510,http://creativecommons.org/licenses/by-nc-nd/2.0/,1276331803,2010-06-05 21:26:29.0,20.935002,http://www.flickr.com/photos/7357956@N06/4692930510/,4thfullmoon,OLYMPUS IMAGING CORP. E-P1
A couple walks amongst the busy streets of Tokyo on a Sunday afternoon. Taken near Shinjuku Station.,"['buildings', 'city', 'city street', 'city streets', 'japan', 'people', 'shinjuku', 'tokyo']",Walking in Tokyo,Attribution-NonCommercial-ShareAlike License,81211130@N00,jpg,139.696443,270736872,http://creativecommons.org/licenses/by-nc-sa/2.0/,1160957457,2006-10-14 21:07:02.0,35.688341,http://www.flickr.com/photos/81211130@N00/270736872/,Cria-cow,SONY DSC-S600
"[This set contains 5 photos] This is a creative commons image, which you may freely use by linking to this page. Please respect the photographer and his work.

The Prince Hall Masonic Lodge (or Masonic Temple Building in the nomination form for the National Register of Historic Places) was the first lodge built by the black fraternal organizations in Raleigh. The roots of the lodge reach back just after the Civil War to the organization of Widow’s Son Lodge No. 4 in 1867 by Bishop James W. Hood. In 1870 the Masonic lodges of Raleigh, Wilmington, Fayetteville and New Bern united as the Prince Hall Grand Lodge of North Carolina. The building was constructed in 1907 and planned for lodge meetings, social gatherings such as dances, and space for business on the ground level. The Masons helped spur growth in SE Raleigh by the location of their lodge. It’s a rectangular three-story wood-frame building with a flat roof and with brick veneer and Italianate detailing. Separating the first level with the second is a metal cornice, needing a little repair. Fenestration on the upper levels of the front façade features segmental-arched windows; there are raised brick partial surrounds, an aspect of the Italianate style. Under each window is a recessed panel. The original entrance was in the cut-away corner, which is supported by cast-iron columns, fluted with a modified capital of the Corinthian order. The structure has its own listing on the National Register, added May 3, 1984 with ID#84002533.

<a href=""http://creativecommons.org/licenses/by-nc-sa/3.0/"" rel=""nofollow""></a>This work is licensed under a <a href=""http://creativecommons.org/licenses/by-nc-sa/3.0/"" rel=""nofollow"">Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License</a>.","['african-american', 'architecture', 'bishop james w. hood', 'black', 'brick veneer', 'building', 'business', 'capital', 'cast-iron', 'column', 'commercial', 'corinthian', 'cornice', 'cut-away corner', 'dances', 'detailing', 'fayetteville', 'fenestration', 'fraternal', 'italianate', 'lodge', 'masonic temple bulding', 'masons', 'meetings', 'metal', 'national register of historic places', 'new bern', 'north carolina', 'nrhp', 'oblong', 'organization', 'panels', 'prince hall', 'raleigh', 'recessed', 'rectangular', 'segmental-arch', 'social', 'structure', 'surrounds', 'wilmington', 'windows', 'wood-frame']","Prince Hall Masonic Lodge, Raleigh 2",Attribution-NonCommercial-ShareAlike License,43164076@N06,jpg,-78.63651,8436200441,http://creativecommons.org/licenses/by-nc-sa/2.0/,1359775067,2011-02-03 13:37:20.0,35.774476,http://www.flickr.com/photos/43164076@N06/8436200441/,Universal Pops (David),Canon PowerShot SX120 IS
Shot from the ground along a wet street after rain,"['draußen', 'june', 'juni', 'nass', 'nasse', 'outdoor', 'straße', 'street', 'wet']",wet street,Attribution-ShareAlike License,25129529@N06,jpg,8.772432,7434271190,http://creativecommons.org/licenses/by-sa/2.0/,1340564218,2012-06-24 18:10:59.0,52.06096,http://www.flickr.com/photos/25129529@N06/7434271190/,Deus Figendi,Yakumo GmbH 5M DSC
"Pretty amazing construction project at the Hoover Dam. The bridge is meant to bypass the dam in order to improve traffic, and preserve it from wear and potential terrorist attacks.

I overheard a little kid say, ""That's going to be so cool going up and down that curve!""","['arch', 'bridge', 'bypass', 'colorado river', 'construction', 'hoover dam', ""mike o'callaghan-pat tillman memorial bridge"", 'river', 'under construction']",Mike O'Callaghan-Pat Tillman Memorial Bridge,Attribution-NonCommercial-ShareAlike License,74684723@N00,jpg,-114.740738,4000408574,http://creativecommons.org/licenses/by-nc-sa/2.0/,1255241692,2009-08-30 12:29:43.0,36.012172,http://www.flickr.com/photos/74684723@N00/4000408574/,thejcgerm,Canon EOS DIGITAL REBEL XT
Photo by Donna,[],Big T after a flood,Attribution-ShareAlike License,98171262@N07,jpg,,9389701920,http://creativecommons.org/licenses/by-sa/2.0/,1375058416,2013-07-28 17:40:16.0,,http://www.flickr.com/photos/98171262@N07/9389701920/,otaghiking,
,"['flood', 'highriver', 'highriverflood2011', 'wallacevilleflood']",DSCF7822,Attribution License,11047681@N04,jpg,,5765689372,http://creativecommons.org/licenses/by/2.0/,1306517043,2005-01-26 22:28:30.0,,http://www.flickr.com/photos/11047681@N04/5765689372/,TELFER PICTURES,FUJIFILM FinePix F10
The tide was out and you could see the impact of flooding from Hurricane Ike.,"['beach', 'erosion', 'florida', 'hurricane ike', 'pass a grille', 'st pete beach', 'st petersburg']",Pass-A-Grill after storm with pink Don Cesar hotel on horizon,Attribution-NonCommercial License,42192471@N00,jpg,,2858772176,http://creativecommons.org/licenses/by-nc/2.0/,1221451920,2008-09-15 00:12:00.0,,http://www.flickr.com/photos/42192471@N00/2858772176/,DixieHwy,
,"['サンフランシスコ', 'フェリービルディング', 'フェリービルディング マーケットプレイス', 'california', 'ferry building', 'ferry building marketplace', 'san francisco', 'sf']",Ferry Building,Attribution-NonCommercial License,57085156@N00,jpg,,5061444933,http://creativecommons.org/licenses/by-nc/2.0/,1286526865,2010-09-19 08:52:21.0,,http://www.flickr.com/photos/57085156@N00/5061444933/,yuichi.sakuraba,NIKON CORPORATION NIKON D300
Santiago   rain = rivers in the streets.,"['chile', 'flooding', 'holy cross associates', 'rain', 'santiago', 'street', 'water']",Inundated streets,Attribution-NonCommercial License,59612580@N00,jpg,,549401876,http://creativecommons.org/licenses/by-nc/2.0/,1181860729,2007-06-13 10:09:31.0,,http://www.flickr.com/photos/59612580@N00/549401876/,Ryan Greenberg,Canon PowerShot S410
,"['brooklyn', 'erika karl', 'flood', 'storm', 'water']",Blocked off,Attribution-NonCommercial License,23294877@N00,jpg,-73.994261,1053709242,http://creativecommons.org/licenses/by-nc/2.0/,1186600937,2007-08-08 15:22:17.0,40.672265,http://www.flickr.com/photos/23294877@N00/1053709242/,unfauxhemian,
"I'm still not sure if the sky reflected in the water can be sign of hope, of breaking or flooding over some inner barriers.","['basin', 'flood', 'landscape', 'poland', 'pomerania', 'pond', 'summer', 'vistula']",Untitled,Attribution-NonCommercial-ShareAlike License,100242903@N03,jpg,,9759616193,http://creativecommons.org/licenses/by-nc-sa/2.0/,1379253768,2013-06-23 09:17:32.0,,http://www.flickr.com/photos/100242903@N03/9759616193/,Luke Jastrzebski,PENTAX Corporation PENTAX *ist DL
"<a href=""http://www.nowpublic.com/flood_emergency_in_santa_fe_province"">Flood?</a>

This is the final segment of the Ludueña Stream (emerging from underground pipes) before emptying into the Paraná River, in Rosario, Argentina. It was about to overflow after 5 days of heavy rain, but didn't.

<a href=""http://dfordisorientation.blogspot.com/2007/03/end-of-wait.html"">D for Disorientation</a>","['argentina', 'arroyo', 'bad weather', 'flood', 'ludueña', 'rain', 'rosario', 'stream']",Arroyo Ludueña,Attribution-NonCommercial-NoDerivs License,18166667@N00,jpg,-60.68397,440151895,http://creativecommons.org/licenses/by-nc-nd/2.0/,1175293658,2007-03-30 18:39:13.0,-32.912378,http://www.flickr.com/photos/18166667@N00/440151895/,pablodf,FUJIFILM FinePix A345
View of the river severn in Worcester  21.7.7,"['flood', 'worcester']",floodyhell,Attribution-NonCommercial License,31145926@N00,jpg,-2.226126,866342544,http://creativecommons.org/licenses/by-nc/2.0/,1185049948,2007-07-21 21:32:28.0,52.191065,http://www.flickr.com/photos/31145926@N00/866342544/,.ben*,
Took this photo while 2011 severe Thailand flood and started invading into some of the districts of Bangkok.,"['bangkok', 'd700', 'flood', 'nikon', 'street', 'thailand']",Bangkok While Invading Flood,Attribution License,53339478@N06,jpg,100.490999,6327995837,http://creativecommons.org/licenses/by/2.0/,1320835512,2011-10-25 13:35:57.0,13.757059,http://www.flickr.com/photos/53339478@N06/6327995837/,mith17,NIKON CORPORATION NIKON D700
Huge storms rolled accross Melbourne today. This is the train station I use to get home! I was lucky to get a train heading into the city :),"['flooding', 'melbourne storms', 'metro trains', 'middle footscray', 'middle footscray station', 'rain', 'storm', 'storms', 'train', 'train station', 'trains']",Car in flood waters - Middle Footscray - 11/02/2010,Attribution-NonCommercial-NoDerivs License,55706193@N00,jpg,144.892485,4347605103,http://creativecommons.org/licenses/by-nc-nd/2.0/,1265871926,2010-02-11 16:28:09.0,-37.802574,http://www.flickr.com/photos/55706193@N00/4347605103/,Sascha Grant,Nokia N85
,"['flood', 'flooding', 'office']",New Shelves Get Wet,Attribution License,77326261@N00,jpg,,3547318611,http://creativecommons.org/licenses/by/2.0/,1242794951,2009-05-20 13:51:32.0,,http://www.flickr.com/photos/77326261@N00/3547318611/,Daniel Pink,Canon DIGITAL IXUS 80 IS
,"['a', 'less', 'road', 'traveled']",A road less traveled,Attribution-ShareAlike License,24242458@N06,jpg,,4094148286,http://creativecommons.org/licenses/by-sa/2.0/,1257895938,2009-11-10 17:32:37.0,,http://www.flickr.com/photos/24242458@N06/4094148286/,dozier.donald,NIKON CORPORATION NIKON D60
,"['africa', 'day7', 'farm', 'honeysuckle lodge', 'road', 'south']",,Attribution License,81286756@N07,jpg,22.423024,8501288772,http://creativecommons.org/licenses/by/2.0/,1361643241,2013-02-10 12:37:26.0,-33.775586,http://www.flickr.com/photos/81286756@N07/8501288772/,fvfavo,Panasonic DMC-TZ10
,"['china', 'turpan', 'tuyoq', 'xinjiang']",On the road to Tuyoq,Attribution License,20124252@N00,jpg,,68704723,http://creativecommons.org/licenses/by/2.0/,1133371256,2005-10-23 22:16:37.0,,http://www.flickr.com/photos/20124252@N00/68704723/,tsc_traveler,PENTAX Corporation PENTAX Optio 555
"So in the fall of 2008 a section of tracks (and the support under it and the drainage pipes) washed out due to massive flooding. They patched it up well enough so that the train cold run the following summer, but it was apparent the patch wouldn't hold much past the rainy fall season again. This winter they started a massive re-construction of the whole area to keep it from happening again.",['train'],365 Dec 11,Attribution-NonCommercial-NoDerivs License,31028618@N00,jpg,,4277513021,http://creativecommons.org/licenses/by-nc-nd/2.0/,1263615857,2009-12-01 00:00:00.0,,http://www.flickr.com/photos/31028618@N00/4277513021/,rhiannon0320,NIKON CORPORATION NIKON D50
,"['altstadt', 'dresden', 'elbe', 'flood', 'germany', 'saxony']",,Attribution-NonCommercial-ShareAlike License,46597101@N00,jpg,13.746203,122565567,http://creativecommons.org/licenses/by-nc-sa/2.0/,1144069040,2006-04-03 11:47:09.0,51.053443,http://www.flickr.com/photos/46597101@N00/122565567/,csaavedra,NIKON E7600
"...Jakarta, before the flood paralyzed the city...
this man is working hard to collect garbage...

but the garbage are more than he could cover
then rain... flood a week... a Capital City, Jakarta, Paralyzed... what a shame...

more than 80 people are died, sad, indeed :(
CNN -> <a href=""http://edition.cnn.com/2007/WORLD/asiapcf/02/07/indonesia.floods.ap/index.html"">edition.cnn.com/2007/WORLD/asiapcf/02/07/indonesia.floods...</a>","['2007', 'flood', 'forsaken people', 'forsaken places', 'infra', 'infrared', 'jakarta']",Life is a struggle,Attribution-NonCommercial-NoDerivs License,11694099@N00,jpg,,385164490,http://creativecommons.org/licenses/by-nc-nd/2.0/,1171079362,2007-02-10 10:49:22.0,,http://www.flickr.com/photos/11694099@N00/385164490/,Bram & Vera,
,"['京都', '嵐山', 'arashiyama', 'bamboo', 'forest', 'japan', 'kyoto', 'path', 'people', 'road']",Bamboo Forest,Attribution-NonCommercial-ShareAlike License,61683005@N00,jpg,135.768036,5111349320,http://creativecommons.org/licenses/by-nc-sa/2.0/,1287941328,2010-10-04 09:45:05.0,35.011635,http://www.flickr.com/photos/61683005@N00/5111349320/,randomwire,Panasonic DMC-LX3
